epoch,accuracy,loss,val_accuracy,val_loss
0,0.30792945623397827,1.9423195123672485,0.31545740365982056,1.921466588973999
1,0.31552910804748535,1.9104994535446167,0.31545740365982056,1.8993325233459473
2,0.31552910804748535,1.8896939754486084,0.31545740365982056,1.8800026178359985
3,0.31552910804748535,1.8716694116592407,0.31545740365982056,1.8632844686508179
4,0.31552910804748535,1.9100261926651,0.31545740365982056,1.8983116149902344
5,0.31552910804748535,1.888368844985962,0.31545740365982056,1.8782730102539062
6,0.31552910804748535,1.8697102069854736,0.31545740365982056,1.8611611127853394
7,0.31552910804748535,1.8539083003997803,0.31545740365982056,1.8466366529464722
8,0.31552910804748535,1.840489149093628,0.31545740365982056,1.8343571424484253
9,0.31552910804748535,1.8292282819747925,0.31545740365982056,1.8241368532180786
10,0.31552910804748535,1.8197658061981201,0.31545740365982056,1.8155115842819214
11,0.31552910804748535,1.8117942810058594,0.31545740365982056,1.8082102537155151
12,0.31552910804748535,1.8051222562789917,0.31545740365982056,1.802124261856079
13,0.31552910804748535,1.7995353937149048,0.31545740365982056,1.7970432043075562
14,0.31552910804748535,1.7948788404464722,0.31545740365982056,1.7927377223968506
15,0.31552910804748535,1.7909631729125977,0.31545740365982056,1.7891950607299805
16,0.31552910804748535,1.7877107858657837,0.31545740365982056,1.7862712144851685
17,0.31552910804748535,1.7850133180618286,0.31545740365982056,1.783785104751587
18,0.31552910804748535,1.7827630043029785,0.31545740365982056,1.7817858457565308
19,0.31552910804748535,1.7809066772460938,0.31545740365982056,1.7800776958465576
21,0.31552910804748535,1.887851357460022,0.31545740365982056,1.8773494958877563
22,0.31552910804748535,1.868493914604187,0.31545740365982056,1.859653353691101
23,0.31552910804748535,1.8522485494613647,0.31545740365982056,1.8448606729507446
24,0.31552910804748535,1.8386504650115967,0.31545740365982056,1.8324495553970337
25,0.31552910804748535,1.8272415399551392,0.31545740365982056,1.8221784830093384
26,0.31552910804748535,1.8177947998046875,0.31545740365982056,1.8135205507278442
27,0.31552910804748535,1.8098959922790527,0.31545740365982056,1.8063621520996094
28,0.31552910804748535,1.803337812423706,0.31545740365982056,1.8003603219985962
29,0.31552910804748535,1.7978973388671875,0.31545740365982056,1.7954047918319702
