epoch,accuracy,loss,val_accuracy,val_loss
0,0.25022444128990173,1.8795456886291504,0.2548656165599823,1.882559061050415
1,0.25451070070266724,1.8622686862945557,0.2548656165599823,1.8929181098937988
2,0.25494512915611267,1.8577438592910767,0.2562558054924011,1.8774069547653198
3,0.257348895072937,1.850203275680542,0.1448100060224533,1.9376212358474731
4,0.2583625316619873,1.8479174375534058,0.2597312331199646,1.8618406057357788
5,0.259926438331604,1.845887303352356,0.2597312331199646,1.848267674446106
6,0.25885486602783203,1.8427767753601074,0.2548656165599823,1.8915598392486572
7,0.2593761682510376,1.8395012617111206,0.2548656165599823,1.8729729652404785
8,0.2587679922580719,1.8373949527740479,0.2548656165599823,1.966762661933899
9,0.26010021567344666,1.8328754901885986,0.25695088505744934,1.8456631898880005
10,0.2628515064716339,1.8321197032928467,0.2548656165599823,2.010819435119629
11,0.2633728086948395,1.826886534690857,0.2548656165599823,1.8646517992019653
12,0.2649367153644562,1.8271212577819824,0.2548656165599823,1.845557451248169
13,0.26742738485336304,1.822818398475647,0.26668211817741394,1.8107106685638428
14,0.26606619358062744,1.8224660158157349,0.2560240924358368,1.8632763624191284
15,0.2673984169960022,1.81948983669281,0.2548656165599823,1.965477705001831
16,0.2680065929889679,1.8187601566314697,0.2548656165599823,2.4634721279144287
17,0.2696284353733063,1.8175218105316162,0.2025023102760315,2.2537569999694824
18,0.2677459418773651,1.8143266439437866,0.2548656165599823,1.8825331926345825
19,0.2688175141811371,1.8135331869125366,0.26251158118247986,1.934000849723816
20,0.26933881640434265,1.8112478256225586,0.10472659766674042,2.9207842350006104
