epoch,accuracy,loss,val_accuracy,val_loss
0,0.30409377813339233,1.7877405881881714,0.31545740365982056,1.7728368043899536
1,0.31552910804748535,1.7755237817764282,0.31545740365982056,1.7765789031982422
2,0.31552910804748535,1.7740213871002197,0.31545740365982056,1.773544430732727
3,0.31552910804748535,1.773330807685852,0.31545740365982056,1.7729907035827637
4,0.31552910804748535,1.7734942436218262,0.31545740365982056,1.7743042707443237
5,0.31552910804748535,1.7735002040863037,0.31545740365982056,1.772294282913208
6,0.31552910804748535,1.7732219696044922,0.31545740365982056,1.7721922397613525
7,0.31552910804748535,1.7736281156539917,0.31545740365982056,1.7717394828796387
8,0.31552910804748535,1.7735053300857544,0.31545740365982056,1.7724179029464722
9,0.31552910804748535,1.773295521736145,0.31545740365982056,1.7717618942260742
10,0.31552910804748535,1.7728071212768555,0.31545740365982056,1.7752057313919067
11,0.31552910804748535,1.7727054357528687,0.31545740365982056,1.7721354961395264
