epoch,accuracy,loss,val_accuracy,val_loss
0,0.31000861525535583,1.7842700481414795,0.31545740365982056,1.766353964805603
1,0.31552910804748535,1.7666873931884766,0.31545740365982056,1.7603135108947754
2,0.31549325585365295,1.7609102725982666,0.31545740365982056,1.751356601715088
3,0.31631773710250854,1.7576490640640259,0.3171781003475189,1.7477692365646362
4,0.3187912106513977,1.7537575960159302,0.323487251996994,1.740225076675415
5,0.31703469157218933,1.7529399394989014,0.3186119794845581,1.734537959098816
6,0.3202968239784241,1.7477668523788452,0.32520791888237,1.738003134727478
7,0.3194723129272461,1.7483018636703491,0.32262688875198364,1.7308474779129028
8,0.3194006383419037,1.7448278665542603,0.3237740099430084,1.729069471359253
9,0.32033267617225647,1.7462447881698608,0.3240607976913452,1.7280688285827637
10,0.32190996408462524,1.7418991327285767,0.32262688875198364,1.7276403903961182
11,0.32180240750312805,1.7405281066894531,0.32520791888237,1.7294349670410156
12,0.32054775953292847,1.7403078079223633,0.32692858576774597,1.7249350547790527
13,0.32330799102783203,1.7383636236190796,0.32692858576774597,1.725771427154541
14,0.32198163866996765,1.7384401559829712,0.3309434950351715,1.7236018180847168
15,0.3240249454975128,1.7347806692123413,0.32750216126441956,1.7207900285720825
16,0.3242400288581848,1.7371786832809448,0.32520791888237,1.7233673334121704
17,0.3249211311340332,1.7311006784439087,0.3309434950351715,1.718430757522583
18,0.3240966498851776,1.7348520755767822,0.324347585439682,1.7194093465805054
19,0.3234513998031616,1.7342785596847534,0.3329509496688843,1.7206175327301025
20,0.323738157749176,1.7322778701782227,0.3306567370891571,1.7182013988494873
21,0.323487251996994,1.7341989278793335,0.3266417980194092,1.72859525680542
22,0.3240607976913452,1.7297382354736328,0.3323774039745331,1.717300534248352
23,0.3257456123828888,1.729262113571167,0.33381131291389465,1.7199591398239136
25,0.3247418999671936,1.7317715883255005,0.32205334305763245,1.7196866273880005
26,0.3262116312980652,1.7285557985305786,0.32922282814979553,1.7162275314331055
27,0.3256022334098816,1.7274636030197144,0.3183252215385437,1.718852162361145
28,0.3242400288581848,1.7289478778839111,0.3329509496688843,1.7113429307937622
29,0.3261758089065552,1.7275334596633911,0.3326641917228699,1.7160546779632568
30,0.3264267146587372,1.7294702529907227,0.3320906162261963,1.711292028427124
